OrderDate,Region,Category,SubCategory,Segment,Quantity,Sales,Profit,Discount,Month,ProfitMargin
2023-03-05,Asia Pacific,Office Supplies,Paper,Consumer,2,69.66,27.44,0.0,2023-03-01,0.39391329313809936
2024-09-15,North America,Furniture,Bookcases,Consumer,3,717.28,115.28,0.0,2024-09-01,0.16071826901628375
2023-03-01,Europe,Furniture,Furnishings,Corporate,4,1349.5,278.33,0.0,2023-03-01,0.20624675805854017
2023-12-29,North America,Office Supplies,Binders,Consumer,2,99.36,15.24,0.15,2023-12-01,0.1533816425120773
2024-05-12,Asia Pacific,Technology,Machines,Consumer,1,433.77,94.29,0.0,2024-05-01,0.21737326232796184
2023-12-23,Europe,Technology,Phones,Corporate,5,2487.99,58.29,0.15,2023-12-01,0.023428550757840668
2024-10-10,Asia Pacific,Technology,Accessories,Corporate,4,1606.68,-501.99,0.3,2024-10-01,-0.3124393158562999
2024-04-21,Latin America,Technology,Accessories,Consumer,2,1236.46,299.57,0.0,2024-04-01,0.2422803810879446
2024-07-08,Asia Pacific,Technology,Machines,Consumer,3,1281.4,88.42,0.15,2024-07-01,0.06900265334790073
2023-05-16,North America,Furniture,Bookcases,Consumer,4,1043.43,-81.5,0.2,2023-05-01,-0.07810777915145242
2024-08-19,North America,Office Supplies,Storage,Consumer,3,183.45,58.28,0.0,2024-08-01,0.31768874352684656
2023-09-17,Latin America,Office Supplies,Binders,Home Office,4,158.45,61.45,0.0,2023-09-01,0.3878195014200064
2023-11-09,North America,Office Supplies,Art,Consumer,3,115.02,46.64,0.0,2023-11-01,0.4054946965745088
2023-11-23,Middle East & Africa,Office Supplies,Paper,Consumer,1,80.22,17.2,0.1,2023-11-01,0.2144103714784343
2024-07-10,Europe,Furniture,Furnishings,Home Office,3,925.78,22.77,0.1,2024-07-01,0.024595476247056536
2023-10-28,North America,Office Supplies,Storage,Consumer,4,217.86,60.78,0.0,2023-10-01,0.27898650509501516
2024-02-08,North America,Furniture,Chairs,Consumer,2,264.01,-62.31,0.3,2024-02-01,-0.23601378735653955
2023-07-13,Europe,Office Supplies,Binders,Consumer,4,139.93,26.32,0.15,2023-07-01,0.18809404702351176
2024-02-25,Europe,Furniture,Furnishings,Home Office,4,591.89,-8.58,0.15,2024-02-01,-0.014495936745003294
2024-01-05,Europe,Technology,Machines,Corporate,5,2295.45,22.28,0.15,2024-01-01,0.009706157833975911
2023-11-13,Latin America,Office Supplies,Art,Corporate,5,279.54,32.5,0.15,2023-11-01,0.1162624311368677
2024-01-29,Europe,Office Supplies,Paper,Corporate,2,64.39,-25.54,0.5,2024-01-01,-0.39664544183879485
2024-05-06,Latin America,Office Supplies,Binders,Home Office,4,161.66,13.21,0.15,2024-05-01,0.08171470988494371
2023-02-20,Asia Pacific,Office Supplies,Paper,Consumer,5,223.39,117.79,0.0,2023-02-01,0.5272841219392095
2023-01-21,Europe,Office Supplies,Binders,Consumer,4,75.76,25.83,0.0,2023-01-01,0.34094508975712773
2024-04-03,North America,Office Supplies,Paper,Home Office,1,50.66,18.9,0.0,2024-04-01,0.3730754046585077
2024-02-04,Asia Pacific,Technology,Machines,Consumer,1,481.34,15.62,0.1,2024-02-01,0.032451074084846473
2023-04-14,Asia Pacific,Office Supplies,Paper,Consumer,3,98.67,9.58,0.2,2023-04-01,0.09709131448261883
2023-03-21,Asia Pacific,Furniture,Bookcases,Corporate,4,967.03,-94.88,0.15,2023-03-01,-0.09811484648873355
2023-11-27,Asia Pacific,Technology,Accessories,Consumer,1,895.28,168.48,0.0,2023-11-01,0.18818693593065855
2023-06-28,North America,Office Supplies,Art,Consumer,6,444.88,54.14,0.15,2023-06-01,0.12169573817658695
2024-09-28,Europe,Furniture,Tables,Corporate,1,198.88,27.19,0.0,2024-09-01,0.1367156074014481
2023-04-05,North America,Furniture,Tables,Home Office,3,14.66,2.27,0.15,2023-04-01,0.1548431105047749
2024-05-09,Latin America,Technology,Accessories,Consumer,3,682.63,129.12,0.0,2024-05-01,0.18915078446596253
2023-11-05,Middle East & Africa,Technology,Accessories,Corporate,4,2340.63,516.46,0.0,2023-11-01,0.2206499959412637
2024-04-27,Latin America,Technology,Accessories,Corporate,4,658.1,11.03,0.15,2024-04-01,0.01676037076432153
2023-05-04,Europe,Furniture,Chairs,Corporate,5,1341.49,-191.92,0.2,2023-05-01,-0.1430648010793968
2023-10-10,Europe,Furniture,Chairs,Consumer,2,543.25,-150.17,0.3,2023-10-01,-0.276428900138058
2024-10-26,North America,Office Supplies,Art,Consumer,2,84.61,35.3,0.0,2024-10-01,0.4172083678052239
2024-07-02,North America,Office Supplies,Binders,Consumer,1,48.08,17.19,0.0,2024-07-01,0.3575291181364393
2024-08-28,Europe,Technology,Copiers,Consumer,3,1201.45,277.82,0.0,2024-08-01,0.2312372549835615
2024-01-08,Asia Pacific,Technology,Accessories,Consumer,3,1477.71,310.53,0.0,2024-01-01,0.2101427208315569
2024-05-25,Europe,Office Supplies,Binders,Corporate,1,33.03,4.09,0.15,2024-05-01,0.12382682409930365
2024-08-31,Latin America,Furniture,Furnishings,Home Office,2,785.71,-85.25,0.2,2024-08-01,-0.10850059182140993
2023-07-01,Asia Pacific,Technology,Copiers,Consumer,2,859.07,-221.85,0.3,2023-07-01,-0.258244380551061
2023-06-15,Latin America,Office Supplies,Paper,Corporate,1,34.29,1.78,0.2,2023-06-01,0.051910177894429865
2024-03-16,Asia Pacific,Office Supplies,Paper,Home Office,4,179.17,73.76,0.0,2024-03-01,0.41167606184071
2023-08-20,North America,Furniture,Furnishings,Consumer,6,1321.28,298.08,0.0,2023-08-01,0.22559941874545894
2024-06-24,Asia Pacific,Technology,Phones,Home Office,3,1265.64,280.61,0.0,2024-06-01,0.22171391548939667
2024-04-21,North America,Furniture,Bookcases,Consumer,2,614.29,147.25,0.0,2024-04-01,0.23970762994676784
2024-07-27,Europe,Furniture,Furnishings,Consumer,2,680.06,-173.27,0.3,2024-07-01,-0.2547863423815546
2024-05-28,Asia Pacific,Furniture,Furnishings,Corporate,2,348.45,65.24,0.0,2024-05-01,0.18722915769837853
2023-11-05,North America,Office Supplies,Storage,Home Office,7,478.11,188.38,0.0,2023-11-01,0.3940097467110079
2024-12-23,Europe,Office Supplies,Art,Consumer,2,171.49,61.82,0.0,2024-12-01,0.3604874919820398
2024-12-17,Asia Pacific,Furniture,Bookcases,Consumer,4,2478.42,358.6,0.1,2024-12-01,0.14468895506007862
2023-01-03,Asia Pacific,Furniture,Furnishings,Consumer,3,1141.07,191.56,0.0,2023-01-01,0.16787751846950671
2023-05-21,Asia Pacific,Furniture,Chairs,Corporate,1,228.48,60.85,0.0,2023-05-01,0.2663252801120448
2024-07-02,Asia Pacific,Office Supplies,Art,Consumer,3,18.63,3.81,0.15,2024-07-01,0.20450885668276975
2023-01-09,Europe,Technology,Machines,Consumer,1,256.83,22.66,0.1,2023-01-01,0.08822956819686174
2024-04-29,Latin America,Technology,Accessories,Home Office,5,679.41,61.03,0.1,2024-04-01,0.08982793894702758
2024-08-14,Europe,Technology,Machines,Consumer,2,810.54,-238.44,0.4,2024-08-01,-0.2941742542009031
2023-08-31,Europe,Office Supplies,Binders,Consumer,2,47.18,8.8,0.15,2023-08-01,0.1865197117422637
2024-10-18,Asia Pacific,Furniture,Bookcases,Consumer,3,1010.38,-477.43,0.4,2024-10-01,-0.47252518854292447
2024-04-25,Middle East & Africa,Technology,Phones,Consumer,1,427.63,94.19,0.0,2024-04-01,0.22026050557725135
2023-11-10,Europe,Furniture,Bookcases,Consumer,1,511.03,94.1,0.0,2023-11-01,0.18413791753908773
2024-01-11,Europe,Technology,Phones,Home Office,2,774.47,213.9,0.0,2024-01-01,0.27618887755497307
2024-02-14,Asia Pacific,Office Supplies,Art,Corporate,1,35.44,13.57,0.0,2024-02-01,0.382900677200903
2023-07-18,Latin America,Technology,Machines,Consumer,3,1580.69,342.68,0.0,2023-07-01,0.2167914012235163
2024-02-25,Latin America,Office Supplies,Paper,Home Office,4,190.55,78.25,0.0,2024-02-01,0.4106533718184203
2024-05-10,Asia Pacific,Office Supplies,Storage,Home Office,4,192.82,67.99,0.0,2024-05-01,0.3526086505549217
2024-06-28,North America,Furniture,Chairs,Consumer,1,344.09,1.51,0.15,2024-06-01,0.004388386759278096
2024-09-06,Asia Pacific,Furniture,Chairs,Consumer,3,1267.86,-14.97,0.15,2024-09-01,-0.011807297335667977
2023-06-20,Europe,Office Supplies,Art,Corporate,3,198.78,48.72,0.1,2023-06-01,0.24509507998792635
2023-06-04,North America,Technology,Phones,Corporate,1,651.36,135.37,0.0,2023-06-01,0.20782670105625153
2024-04-09,Asia Pacific,Office Supplies,Storage,Consumer,6,310.18,91.5,0.0,2024-04-01,0.2949900058030821
2024-05-10,North America,Technology,Phones,Consumer,3,1497.44,398.97,0.0,2024-05-01,0.2664347152473555
2023-01-06,North America,Office Supplies,Binders,Corporate,2,46.93,3.1,0.2,2023-01-01,0.06605582782868101
2023-09-19,North America,Technology,Copiers,Corporate,2,377.43,115.51,0.0,2023-09-01,0.3060435047558488
2023-08-22,North America,Furniture,Bookcases,Home Office,1,277.78,76.04,0.0,2023-08-01,0.2737418100655195
2024-08-13,North America,Technology,Phones,Consumer,4,2254.04,-66.52,0.15,2024-08-01,-0.029511454987489128
2023-10-13,North America,Technology,Machines,Home Office,1,5.0,1.22,0.0,2023-10-01,0.244
2023-12-26,North America,Furniture,Bookcases,Home Office,1,112.36,7.17,0.15,2023-12-01,0.063812744749021
2023-06-22,Asia Pacific,Office Supplies,Binders,Consumer,1,38.03,6.97,0.15,2023-06-01,0.18327636076781487
2024-12-08,Europe,Furniture,Chairs,Consumer,2,540.39,24.97,0.1,2024-12-01,0.046207368752197484
2024-09-05,North America,Office Supplies,Binders,Consumer,3,64.24,20.66,0.0,2024-09-01,0.32160647571606477
2023-08-27,Asia Pacific,Technology,Machines,Corporate,5,1818.37,412.76,0.0,2023-08-01,0.2269945060686219
2023-03-21,Europe,Office Supplies,Binders,Consumer,3,113.9,45.34,0.0,2023-03-01,0.3980684811237928
2023-02-16,Europe,Office Supplies,Art,Consumer,3,94.77,42.27,0.0,2023-02-01,0.44602722380500165
2024-01-21,Europe,Office Supplies,Binders,Corporate,5,24.44,2.74,0.15,2024-01-01,0.11211129296235679
2023-10-10,Asia Pacific,Technology,Phones,Corporate,4,1563.96,-43.41,0.2,2023-10-01,-0.02775646435970229
2023-01-03,Asia Pacific,Furniture,Chairs,Home Office,3,348.52,-47.02,0.15,2023-01-01,-0.13491334787099737
2023-08-08,Europe,Technology,Machines,Consumer,2,773.88,179.29,0.0,2023-08-01,0.23167674574869487
2024-10-05,Europe,Office Supplies,Paper,Corporate,1,19.01,6.81,0.0,2024-10-01,0.35823250920568117
2023-12-19,Asia Pacific,Furniture,Furnishings,Consumer,1,297.45,70.07,0.0,2023-12-01,0.23556900319381407
2023-05-12,North America,Furniture,Tables,Consumer,5,1172.4,242.15,0.0,2023-05-01,0.2065421357898328
2023-09-17,Latin America,Furniture,Chairs,Home Office,3,650.33,67.39,0.0,2023-09-01,0.10362431380991188
2023-07-09,Asia Pacific,Office Supplies,Binders,Home Office,2,126.48,53.38,0.0,2023-07-01,0.4220430107526882
2024-07-05,North America,Furniture,Chairs,Consumer,3,884.89,147.97,0.0,2024-07-01,0.1672185243363582
2023-05-06,Middle East & Africa,Office Supplies,Paper,Consumer,5,301.4,139.44,0.0,2023-05-01,0.4626410086264101
2023-09-16,Middle East & Africa,Technology,Copiers,Consumer,3,1105.99,130.56,0.1,2023-09-01,0.11804808361739257
2024-09-04,Middle East & Africa,Furniture,Tables,Consumer,1,170.21,-71.89,0.4,2024-09-01,-0.4223606133599671
2024-03-31,Middle East & Africa,Office Supplies,Storage,Consumer,1,42.31,16.97,0.0,2024-03-01,0.40108721342472226
2023-06-06,Latin America,Office Supplies,Binders,Consumer,4,189.88,46.21,0.1,2023-06-01,0.24336423004002528
2023-11-29,Asia Pacific,Office Supplies,Art,Corporate,3,191.18,39.15,0.1,2023-11-01,0.20478083481535725
2023-07-12,North America,Technology,Accessories,Home Office,2,1059.71,236.58,0.0,2023-07-01,0.22324975700899302
2024-12-05,Asia Pacific,Technology,Phones,Consumer,5,3068.89,742.3,0.0,2024-12-01,0.24187898556155482
2023-04-02,Latin America,Office Supplies,Art,Consumer,2,118.44,26.28,0.1,2023-04-01,0.22188449848024316
2024-06-05,Europe,Technology,Phones,Corporate,4,2580.09,-49.13,0.15,2024-06-01,-0.019041971404098308
2024-07-16,Asia Pacific,Technology,Copiers,Consumer,3,984.02,291.83,0.0,2024-07-01,0.2965691754232637
2023-07-16,Asia Pacific,Technology,Machines,Corporate,5,1135.08,384.13,0.0,2023-07-01,0.3384166754766184
2024-04-07,North America,Office Supplies,Paper,Corporate,3,118.3,-49.77,0.5,2024-04-01,-0.42071005917159765
2023-11-04,Europe,Office Supplies,Binders,Consumer,2,58.63,23.72,0.0,2023-11-01,0.40457103871738015
2023-12-05,Europe,Office Supplies,Paper,Home Office,2,144.49,44.81,0.0,2023-12-01,0.31012526818464947
2024-07-24,Latin America,Office Supplies,Binders,Corporate,3,35.1,-11.34,0.4,2024-07-01,-0.32307692307692304
2023-11-28,Middle East & Africa,Furniture,Bookcases,Home Office,2,501.59,130.14,0.0,2023-11-01,0.2594549333120676
2024-07-23,Europe,Technology,Phones,Consumer,1,372.94,88.0,0.0,2024-07-01,0.23596288947283744
2023-03-13,Middle East & Africa,Technology,Machines,Home Office,3,1429.23,329.43,0.0,2023-03-01,0.23049474192397304
2023-09-20,Europe,Technology,Machines,Corporate,1,425.15,35.86,0.1,2023-09-01,0.08434670116429496
2023-11-12,Latin America,Office Supplies,Binders,Consumer,3,181.05,33.11,0.15,2023-11-01,0.1828776581054957
2024-08-17,North America,Office Supplies,Storage,Consumer,1,47.11,7.75,0.1,2024-08-01,0.1645085969008703
2023-11-03,Europe,Technology,Copiers,Home Office,3,611.71,190.66,0.0,2023-11-01,0.31168364094096873
2024-09-18,North America,Office Supplies,Art,Corporate,4,208.09,41.49,0.15,2024-09-01,0.19938488154164064
2024-05-12,Europe,Technology,Machines,Consumer,4,1587.68,-559.58,0.4,2024-05-01,-0.35245137559205886
2024-01-24,North America,Furniture,Chairs,Consumer,2,665.7,215.24,0.0,2024-01-01,0.3233288267988583
2023-01-22,North America,Office Supplies,Paper,Consumer,2,89.84,31.57,0.0,2023-01-01,0.35140249332146034
2023-05-20,North America,Technology,Accessories,Home Office,1,446.55,137.56,0.0,2023-05-01,0.30805061023401636
2023-08-25,North America,Office Supplies,Binders,Consumer,2,55.07,6.18,0.15,2023-08-01,0.11222080987833666
2024-10-29,Europe,Furniture,Furnishings,Home Office,3,1161.25,165.55,0.0,2024-10-01,0.14256189451022605
2023-08-25,Middle East & Africa,Technology,Copiers,Consumer,4,1899.3,576.18,0.0,2023-08-01,0.30336439740957194
2024-06-23,North America,Furniture,Tables,Consumer,2,725.22,-0.29,0.15,2024-06-01,-0.00039987865751082427
2024-06-18,Asia Pacific,Office Supplies,Paper,Corporate,2,60.86,8.32,0.15,2024-06-01,0.13670719684521854
2024-01-08,North America,Office Supplies,Storage,Consumer,4,216.04,78.27,0.0,2024-01-01,0.36229401962599517
2024-09-08,North America,Furniture,Tables,Corporate,2,453.48,93.75,0.0,2024-09-01,0.20673458586927757
2023-01-05,Europe,Office Supplies,Art,Consumer,5,177.42,38.08,0.1,2023-01-01,0.21463194679292075
2023-07-28,Europe,Furniture,Tables,Consumer,3,687.19,-98.71,0.2,2023-07-01,-0.1436429517309623
2024-11-18,North America,Furniture,Tables,Consumer,2,789.65,-10.32,0.15,2024-11-01,-0.013069081238523397
2024-03-11,Asia Pacific,Technology,Phones,Consumer,3,446.1,123.15,0.0,2024-03-01,0.27605917955615333
2023-03-21,Asia Pacific,Technology,Accessories,Consumer,2,712.25,202.08,0.0,2023-03-01,0.28372060372060376
2023-11-24,Latin America,Furniture,Chairs,Consumer,5,1586.26,112.65,0.1,2023-11-01,0.07101610076532221
2024-07-06,North America,Office Supplies,Binders,Home Office,4,153.65,39.63,0.1,2024-07-01,0.2579238529124634
2024-07-30,Asia Pacific,Furniture,Furnishings,Corporate,2,556.61,-44.79,0.15,2024-07-01,-0.0804692693268177
2023-11-12,North America,Office Supplies,Art,Home Office,2,134.65,60.45,0.0,2023-11-01,0.44894170070553285
2023-02-04,North America,Office Supplies,Binders,Consumer,1,46.79,5.85,0.15,2023-02-01,0.12502671511006624
2024-01-28,Asia Pacific,Furniture,Tables,Corporate,5,1864.86,214.91,0.0,2024-01-01,0.11524189483392856
2023-06-24,Latin America,Furniture,Chairs,Consumer,2,720.78,168.8,0.0,2023-06-01,0.23419073781181501
2023-10-06,Europe,Office Supplies,Art,Consumer,1,31.37,14.27,0.0,2023-10-01,0.45489321007331845
2023-05-21,North America,Technology,Accessories,Consumer,2,599.08,29.35,0.15,2023-05-01,0.04899178740735795
2024-06-06,North America,Furniture,Tables,Consumer,3,776.43,138.31,0.0,2024-06-01,0.17813582679700682
2024-07-18,Asia Pacific,Technology,Copiers,Consumer,3,2298.69,-922.97,0.4,2024-07-01,-0.4015199961717326
2023-07-29,North America,Office Supplies,Storage,Home Office,1,46.55,10.84,0.15,2023-07-01,0.23286788399570355
2023-05-21,North America,Technology,Copiers,Consumer,1,420.54,104.25,0.0,2023-05-01,0.24789556284776715
2023-09-22,Middle East & Africa,Office Supplies,Storage,Consumer,4,140.25,57.85,0.0,2023-09-01,0.4124777183600713
2023-07-10,Middle East & Africa,Furniture,Chairs,Corporate,4,1343.71,67.29,0.1,2023-07-01,0.05007776975686718
2024-09-02,North America,Office Supplies,Storage,Home Office,1,52.17,16.49,0.0,2024-09-01,0.31608203948629476
2024-04-04,Europe,Technology,Machines,Consumer,4,1289.35,354.84,0.0,2024-04-01,0.27520843836041414
2023-02-06,North America,Office Supplies,Storage,Corporate,4,98.83,6.24,0.15,2023-02-01,0.06313872305979966
2024-05-19,North America,Technology,Machines,Home Office,3,1228.54,-171.65,0.3,2024-05-01,-0.13971869047812852
2024-07-29,Asia Pacific,Furniture,Tables,Consumer,1,437.95,-173.83,0.4,2024-07-01,-0.3969174563306314
2024-02-14,North America,Technology,Copiers,Home Office,2,577.17,112.73,0.0,2024-02-01,0.19531507181592947
2024-07-07,Latin America,Office Supplies,Storage,Corporate,1,47.18,0.6,0.2,2024-07-01,0.01271725307333616
2024-09-11,Asia Pacific,Office Supplies,Art,Home Office,2,15.78,3.15,0.15,2024-09-01,0.19961977186311788
2024-05-03,Europe,Furniture,Tables,Home Office,2,376.52,65.56,0.0,2024-05-01,0.17412089663231703
2024-10-10,Asia Pacific,Technology,Machines,Corporate,4,1418.27,207.4,0.1,2024-10-01,0.14623449695756097
2024-08-03,Latin America,Technology,Machines,Corporate,2,492.05,118.62,0.0,2024-08-01,0.2410730616807235
2023-01-16,Asia Pacific,Office Supplies,Paper,Consumer,1,63.04,22.24,0.0,2023-01-01,0.35279187817258884
2024-03-30,North America,Furniture,Chairs,Corporate,1,122.31,5.02,0.1,2024-03-01,0.04104325075627503
2024-07-19,Middle East & Africa,Office Supplies,Storage,Corporate,2,146.49,67.13,0.0,2024-07-01,0.45825653628234003
2023-04-06,Asia Pacific,Technology,Phones,Corporate,5,1958.74,-131.58,0.2,2023-04-01,-0.06717583752820691
2024-03-11,North America,Technology,Copiers,Consumer,2,1018.47,136.68,0.1,2024-03-01,0.1342013019529294
2024-02-09,Europe,Office Supplies,Art,Consumer,3,45.34,8.18,0.1,2024-02-01,0.180414644905161
2024-10-25,North America,Technology,Phones,Home Office,4,2264.33,742.47,0.0,2024-10-01,0.3278983187079622
2023-10-08,North America,Office Supplies,Paper,Consumer,5,193.19,66.96,0.0,2023-10-01,0.3466017909829701
2024-12-11,North America,Office Supplies,Art,Corporate,4,461.36,140.6,0.1,2024-12-01,0.304751170452575
2023-11-23,Latin America,Technology,Machines,Corporate,2,684.47,216.74,0.0,2023-11-01,0.3166537613043669
2023-06-02,Asia Pacific,Office Supplies,Storage,Consumer,1,60.26,22.81,0.0,2023-06-01,0.37852638566213076
2023-03-27,Latin America,Furniture,Bookcases,Corporate,3,716.31,93.13,0.1,2023-03-01,0.1300135416230403
2023-06-11,North America,Furniture,Chairs,Home Office,4,1098.89,357.7,0.0,2023-06-01,0.3255102876539053
2023-07-30,North America,Office Supplies,Paper,Consumer,3,100.76,10.78,0.2,2023-07-01,0.10698689956331876
2023-07-06,North America,Technology,Phones,Consumer,4,2039.77,535.05,0.0,2023-07-01,0.2623089858170284
2023-01-29,Europe,Office Supplies,Paper,Home Office,4,150.3,-11.77,0.3,2023-01-01,-0.07831004657351961
2024-01-02,Europe,Office Supplies,Art,Corporate,1,41.54,18.36,0.0,2024-01-01,0.4419836302359172
2024-02-06,North America,Furniture,Chairs,Corporate,2,367.08,25.15,0.1,2024-02-01,0.06851367549308053
2024-04-13,Europe,Office Supplies,Binders,Consumer,2,79.17,10.08,0.15,2024-04-01,0.1273209549071618
2024-06-29,North America,Technology,Accessories,Home Office,1,569.79,147.58,0.0,2024-06-01,0.2590077045929202
2024-09-08,North America,Office Supplies,Binders,Corporate,5,225.96,25.18,0.15,2024-09-01,0.11143565232784564
2024-04-18,North America,Furniture,Tables,Consumer,5,742.55,188.17,0.0,2024-04-01,0.2534105447444617
2024-04-18,Middle East & Africa,Furniture,Chairs,Consumer,3,1177.26,287.63,0.0,2024-04-01,0.2443215602330836
2024-06-07,Europe,Office Supplies,Art,Consumer,2,97.4,38.75,0.0,2024-06-01,0.39784394250513344
2024-09-28,North America,Furniture,Chairs,Corporate,3,698.52,-269.22,0.4,2024-09-01,-0.38541487716887135
2024-10-27,Europe,Office Supplies,Binders,Consumer,3,195.03,62.47,0.0,2024-10-01,0.3203096959442137
2023-05-05,Latin America,Technology,Accessories,Home Office,3,1322.77,333.23,0.0,2023-05-01,0.2519183229132805
2024-12-29,Middle East & Africa,Office Supplies,Paper,Consumer,4,156.71,41.41,0.1,2024-12-01,0.264246059600536
2023-05-22,Asia Pacific,Office Supplies,Binders,Home Office,3,142.91,55.82,0.0,2023-05-01,0.3905954796725212
2023-12-12,Europe,Technology,Copiers,Corporate,6,3199.2,-831.94,0.3,2023-12-01,-0.2600462615653914
2024-12-17,Europe,Technology,Phones,Consumer,3,1365.0,-155.33,0.3,2024-12-01,-0.1137948717948718
2023-02-05,North America,Technology,Phones,Consumer,1,405.6,-170.48,0.4,2023-02-01,-0.42031558185404333
2024-02-19,Middle East & Africa,Furniture,Bookcases,Corporate,3,470.44,66.09,0.0,2024-02-01,0.14048550293342404
2023-12-22,North America,Office Supplies,Binders,Corporate,1,52.08,2.61,0.2,2023-12-01,0.05011520737327189
2023-06-10,Europe,Technology,Phones,Home Office,1,516.25,-221.99,0.5,2023-06-01,-0.43000484261501215
2024-05-04,Middle East & Africa,Technology,Copiers,Consumer,1,499.07,174.36,0.0,2024-05-01,0.34936982787985654
2023-10-11,Middle East & Africa,Technology,Phones,Consumer,1,426.52,-132.39,0.4,2023-10-01,-0.3103957610428585
2024-03-29,Middle East & Africa,Furniture,Bookcases,Corporate,3,217.27,36.53,0.0,2024-03-01,0.16813181755419523
2024-12-28,Europe,Office Supplies,Paper,Consumer,1,92.05,40.73,0.0,2024-12-01,0.4424769147202607
2023-06-30,Middle East & Africa,Furniture,Chairs,Consumer,2,379.1,26.45,0.1,2023-06-01,0.06977050910050119
2024-01-03,North America,Furniture,Furnishings,Corporate,2,542.17,-117.7,0.3,2024-01-01,-0.21709058044524782
2023-11-05,Asia Pacific,Furniture,Chairs,Consumer,3,819.29,190.45,0.0,2023-11-01,0.23245737162665234
2023-08-26,North America,Furniture,Bookcases,Corporate,3,363.42,-7.14,0.1,2023-08-01,-0.01964668978041935
2023-04-03,Latin America,Technology,Phones,Home Office,3,1171.63,15.76,0.15,2023-04-01,0.013451345561312018
2023-07-29,Europe,Office Supplies,Binders,Consumer,4,137.71,45.03,0.0,2023-07-01,0.32699150388497566
2023-04-04,Asia Pacific,Office Supplies,Art,Consumer,5,52.28,-5.15,0.3,2023-04-01,-0.09850803366488141
2023-07-22,North America,Technology,Accessories,Consumer,1,767.32,18.7,0.15,2023-07-01,0.024370536412448518
2024-12-21,Latin America,Office Supplies,Paper,Corporate,5,331.17,108.96,0.1,2024-12-01,0.32901530935773166
2023-02-19,Europe,Office Supplies,Binders,Consumer,5,186.22,85.27,0.0,2023-02-01,0.45789925894103745
2023-03-14,North America,Furniture,Tables,Corporate,3,1012.29,14.17,0.15,2023-03-01,0.013997965010026772
2024-06-21,Asia Pacific,Office Supplies,Paper,Corporate,2,97.98,43.67,0.0,2024-06-01,0.44570320473566033
2023-04-04,North America,Office Supplies,Paper,Consumer,4,115.8,2.51,0.2,2023-04-01,0.02167530224525043
2023-01-08,Europe,Technology,Machines,Consumer,5,1768.63,482.25,0.0,2023-01-01,0.2726686757546802
2023-10-03,Europe,Furniture,Bookcases,Corporate,3,446.77,-100.5,0.3,2023-10-01,-0.2249479598003447
2024-04-13,Latin America,Office Supplies,Binders,Corporate,2,127.45,-50.38,0.5,2024-04-01,-0.3952922714790114
2023-10-04,Europe,Office Supplies,Storage,Consumer,1,39.45,-4.44,0.3,2023-10-01,-0.11254752851711027
2023-06-03,North America,Office Supplies,Binders,Consumer,1,52.43,19.82,0.0,2023-06-01,0.37802784665267974
2024-01-01,North America,Technology,Machines,Home Office,1,751.93,244.36,0.0,2024-01-01,0.3249770590347506
2023-08-03,Asia Pacific,Office Supplies,Binders,Corporate,2,72.51,31.54,0.0,2023-08-01,0.43497448627775476
2023-06-23,Asia Pacific,Office Supplies,Storage,Corporate,3,213.94,11.61,0.2,2023-06-01,0.054267551649995326
2024-04-08,Latin America,Technology,Copiers,Consumer,2,589.03,140.4,0.0,2024-04-01,0.2383579783712205
2024-06-20,Europe,Technology,Phones,Consumer,1,489.48,152.25,0.0,2024-06-01,0.3110443736209855
2024-06-01,North America,Office Supplies,Art,Consumer,1,47.01,16.11,0.0,2024-06-01,0.34269304403318446
2023-03-17,Asia Pacific,Furniture,Bookcases,Corporate,1,164.63,-3.37,0.15,2023-03-01,-0.020470145174026608
2023-08-12,North America,Office Supplies,Binders,Consumer,1,31.82,6.15,0.1,2023-08-01,0.19327467001885607
2023-08-13,Europe,Office Supplies,Art,Consumer,2,53.72,16.46,0.0,2023-08-01,0.306403574087863
2024-11-04,Europe,Furniture,Chairs,Corporate,4,1668.56,532.03,0.0,2024-11-01,0.31885577983410845
2023-08-08,North America,Technology,Copiers,Consumer,5,666.45,163.34,0.0,2023-08-01,0.2450896541375947
2023-07-31,North America,Office Supplies,Binders,Corporate,1,63.88,6.67,0.15,2023-07-01,0.10441452723857232
2024-03-22,Latin America,Furniture,Furnishings,Consumer,1,393.67,50.31,0.0,2024-03-01,0.12779739375619173
2024-04-24,Europe,Office Supplies,Paper,Consumer,3,33.12,12.38,0.0,2024-04-01,0.373792270531401
2024-11-20,North America,Furniture,Chairs,Consumer,2,677.11,139.51,0.0,2024-11-01,0.20603742375684894
2024-11-22,North America,Furniture,Tables,Consumer,3,1373.08,254.03,0.0,2024-11-01,0.18500742855478197
2023-03-02,Asia Pacific,Furniture,Chairs,Consumer,2,482.1,88.49,0.0,2023-03-01,0.18355113047085664
2024-08-29,Asia Pacific,Office Supplies,Art,Corporate,2,60.69,10.82,0.1,2024-08-01,0.1782830779370572
2024-06-06,North America,Technology,Machines,Consumer,1,478.72,100.9,0.0,2024-06-01,0.21077038770053477
2023-01-29,Europe,Furniture,Tables,Corporate,3,536.15,61.99,0.1,2023-01-01,0.11562062855544158
2023-03-20,Middle East & Africa,Office Supplies,Paper,Consumer,1,34.59,8.92,0.1,2023-03-01,0.2578779994217982
